schedule-1697008613369#00035,Open Mic Sessions,Open mic sessions allow participants to share their own stories and poetry with a live audience. These sessions provide a platform for creative expression and the opportunity to receive immediate feedback from fellow participants.,2023-09-08T05:00:00,2023-09-08T16:00:00
schedule-1697008640785#00036,Storytelling and Poetry Workshops for Participants,Participants can engage in workshops led by experienced storytellers and poets. These workshops offer a chance to refine their storytelling and poetry skills{&(thinkk-better-comma#1789)&} get constructive feedback{&(thinkk-better-comma#1789)&} and connect with other participants who share their passion for creative expression.,2023-09-08T03:00:00,2023-09-16T05:00:00
schedule-1697008664726#00037,Storytelling and Poetry Competitions,Storytelling and Poetry Competitions are engaging and creative events that provide a platform for individuals to share their narrative and poetic talents. Participants craft and present their original stories or poems before an audience and panel of judges.,2023-09-14T08:00:00,2023-09-16T11:00:00
schedule-1697008686344#00038,Collaborative Storytelling,Collaborative storytelling is a creative process where multiple individuals work together to craft a single narrative or story.,2023-09-09T01:00:00,2023-09-09T05:00:00
schedule-1697008707987#00039,Interactive Storytelling Games,Interactive storytelling games are engaging and immersive experiences that blend elements of storytelling and gameplay{&(thinkk-better-comma#1789)&} enabling participants to shape the narrative through their choices and actions.,2023-09-12T08:00:00,2023-09-13T11:00:00
schedule-1697009441724#00040,Staff Food Tasting Challenge,null,2023-09-15T05:00:00,2023-09-15T11:00:00
schedule-1697010401972#00041,Guest Speaker,A guest speaker is an individual invited to share their knowledge{&(thinkk-better-comma#1789)&} expertise{&(thinkk-better-comma#1789)&} or experiences with an audience during a specific event or presentation.,2023-10-28T05:00:00,2023-10-28T06:00:00
schedule-1697022599946#00042,Meeting,Meeting and planing works for preparing the festival,2023-10-24T01:00:00,2023-11-09T03:00:00
schedule-1697039868272#00043,Art Exhibition Curation,Art Exhibition Curation is the meticulous and thoughtful process of selecting{&(thinkk-better-comma#1789)&} arranging{&(thinkk-better-comma#1789)&} and presenting artworks in a gallery or exhibition space.,2023-08-27T16:00:00,2023-08-28T05:00:00
schedule-1697039905268#00044,Photography Contest,A Photography Contest is a competitive event where photographers of all skill levels submit their best images based on a specific theme or category.,2023-08-27T15:59:00,2023-08-28T05:00:00
schedule-1697039943362#00045,Promote,null,2023-08-27T16:00:00,2023-08-28T01:00:00
schedule-1697040084035#00046,Artistic Competitions,Artistic competitions are contests or events where individuals or groups showcase their creative talents and skills in various art forms.,2023-08-28T03:00:00,2023-08-28T05:00:00
schedule-1697040186422#00047,DIY Craft Stations,DIY Craft Stations are hands-on{&(thinkk-better-comma#1789)&} creative setups where individuals can engage in do-it-yourself crafting projects.,2023-08-27T16:59:00,2023-08-28T05:00:00
schedule-1697040548430#00048,Cooking Demonstrations,null,2023-09-14T05:00:00,2023-09-17T09:00:00
schedule-1697040576143#00049,Food Storytelling,null,2023-09-16T05:00:00,2023-09-17T07:00:00
schedule-1697041158222#00050,Clean Park,A Clean Park is a well-maintained and litter-free public outdoor space{&(thinkk-better-comma#1789)&} typically a park{&(thinkk-better-comma#1789)&} where visitors can enjoy a pristine and pleasant environment.,2023-10-28T01:00:00,2023-10-28T03:00:00
schedule-1697041236613#00051,Picking up trash,"Picking up trash" refers to the action of collecting and properly disposing of litter and debris in public areas{&(thinkk-better-comma#1789)&} such as parks{&(thinkk-better-comma#1789)&} streets{&(thinkk-better-comma#1789)&} beaches{&(thinkk-better-comma#1789)&} and other outdoor spaces.,2023-10-28T01:00:00,2023-10-28T08:00:00
schedule-1697041263433#00052,Clean trash bins,"Clean trash bins" refers to the practice of regularly cleaning and disinfecting the containers used for the disposal of garbage and waste.,2023-10-28T08:00:00,2023-10-28T10:00:00
schedule-1697041286164#00053,Clean Street,A clean street is a well-maintained and litter-free urban or suburban thoroughfare. It is characterized by regular cleaning{&(thinkk-better-comma#1789)&} waste disposal{&(thinkk-better-comma#1789)&} and upkeep to ensure that the street remains free from debris{&(thinkk-better-comma#1789)&} trash{&(thinkk-better-comma#1789)&} and other unsightly elements.,2023-10-28T07:00:00,2023-10-28T11:00:00
schedule-1697048554984#00054,Story Circle,A Story Circle is a communal and participatory gathering where individuals come together to share personal stories{&(thinkk-better-comma#1789)&} experiences{&(thinkk-better-comma#1789)&} and narratives. It typically follows a structured format{&(thinkk-better-comma#1789)&} often facilitated by a leader or host{&(thinkk-better-comma#1789)&} and provides a safe and supportive space for storytelling.,2023-09-08T08:00:00,2023-09-08T13:00:00
schedule-1697048580401#00055,Collaborative Story Mapping,Collaborative Story Mapping is a dynamic and visual approach to storytelling that involves a group of participants working together to create and map out a narrative. It is often used in project management{&(thinkk-better-comma#1789)&} software development{&(thinkk-better-comma#1789)&} and other fields to align teams and stakeholders on a shared understanding of a project's objectives and requirements.,2023-09-09T01:00:00,2023-09-09T08:00:00
schedule-1697048607006#00056,Content Ideation Workshop,A Content Ideation Workshop is a collaborative and creative session aimed at generating fresh{&(thinkk-better-comma#1789)&} innovative{&(thinkk-better-comma#1789)&} and meaningful ideas for content creation{&(thinkk-better-comma#1789)&} such as articles{&(thinkk-better-comma#1789)&} blog posts{&(thinkk-better-comma#1789)&} videos{&(thinkk-better-comma#1789)&} social media content{&(thinkk-better-comma#1789)&} and more.,2023-09-08T13:00:00,2023-09-08T16:59:00
schedule-1697048633004#00057,Creative Presentation,A creative presentation is an engaging and visually appealing delivery of information or ideas that goes beyond the standard{&(thinkk-better-comma#1789)&} text-heavy{&(thinkk-better-comma#1789)&} or bullet-point format.,2023-09-08T13:00:00,2023-09-09T15:00:00
schedule-1697048657502#00058,Promote,Our "Promote" activity is all about amplifying the reach and impact of your creative content{&(thinkk-better-comma#1789)&} projects{&(thinkk-better-comma#1789)&} or ideas. In an era where visibility and promotion are key to success{&(thinkk-better-comma#1789)&} this activity equips you with the tools{&(thinkk-better-comma#1789)&} strategies{&(thinkk-better-comma#1789)&} and knowledge to effectively get your message across to a broader audience.,2023-09-08T03:00:00,2023-09-08T13:00:00
schedule-1697111789423#00059,Sharing and Borrowing,null,2023-10-12T03:00:00,2023-10-14T11:00:00
schedule-1697111886610#00060,Wrap-Up,Conclude the activity with a brief discussion about the importance of literature and the book festival.,2023-10-14T10:00:00,2023-10-14T11:00:00
schedule-1697111993673#00061,Sack Race,Organize a friendly sack race with participants hopping in sacks towards the finish line.,2023-09-26T08:00:00,2023-09-26T08:30:00
schedule-1697112024211#00062,Egg and Spoon Race,Provide participants with spoons and eggs for a traditional egg and spoon race.,2023-09-26T08:30:00,2023-09-26T09:00:00
schedule-1697112056021#00063,Live Music,null,2023-09-26T10:00:00,2023-09-26T11:00:00
schedule-1697125059628#00064,Book Arts and Crafts,Set up a crafting area where participants can create bookmarks{&(thinkk-better-comma#1789)&} book-themed decorations{&(thinkk-better-comma#1789)&} or bookplates.,2023-10-12T05:00:00,2023-10-13T07:00:00
schedule-1697125090618#00065,Character Costume Contest,Encourage attendees to dress up as their favorite book characters and hold a costume contest with prizes for the best costumes.,2023-10-13T05:00:00,2023-10-13T08:00:00
schedule-1697125128091#00066,Book Art Exhibitions,Display art inspired by books and literature{&(thinkk-better-comma#1789)&} including illustrations{&(thinkk-better-comma#1789)&} book cover designs{&(thinkk-better-comma#1789)&} and more.,2023-10-12T03:00:00,2023-10-14T11:00:00
schedule-1697125171981#00067,Book-themed Food and Drinks,Set up food stalls that offer dishes and beverages inspired by books. For example{&(thinkk-better-comma#1789)&} "Harry Potter" butterbeer{&(thinkk-better-comma#1789)&} "Hobbit" seed cakes{&(thinkk-better-comma#1789)&} or "Alice in Wonderland" tea party treats.,2023-10-13T05:00:00,2023-10-14T10:00:00
schedule-1697132627707#00068,Workshop on natural language processing,null,2023-09-19T02:00:00,2023-09-20T03:00:00
schedule-1697132648494#00069,Workshop on machine learning,This workshop will introduce participants to machine learning{&(thinkk-better-comma#1789)&} a type of AI that allows computers to learn without being explicitly programmed. Participants will learn about the different types of machine learning algorithms and how to use them to solve real-world problems.,2023-09-18T05:00:00,2023-09-19T06:00:00
schedule-1697132661927#00070,Working time on projects,null,2023-09-19T17:00:00,2023-09-20T17:00:00
schedule-1697132675202#00071,Pitches and announcements,null,2023-09-19T17:00:00,2023-09-20T17:00:00
schedule-1697133433134#00072,Closing remarks and awards,null,2023-09-21T01:00:00,2023-09-23T09:00:00
schedule-1697176724092#00073,Songwriting Workshop,Host a songwriting workshop where attendees can learn the art of crafting acoustic songs. Invite experienced songwriters or musicians from the festival lineup to share their creative process and insights.,2023-09-15T11:00:00,2023-09-15T14:00:00
schedule-1697176799411#00074,Acoustic Instrument Petting Zoo,Create an "Instrument Petting Zoo" where attendees can explore and try out various acoustic instruments{&(thinkk-better-comma#1789)&} including guitars{&(thinkk-better-comma#1789)&} banjos{&(thinkk-better-comma#1789)&} and mandolins. Music experts can provide guidance and short tutorials.,2023-09-16T12:00:00,2023-09-16T15:00:00
schedule-1697176860011#00075,Open Mic Sessions,Host daily open mic sessions where attendees can showcase their musical talents. This is an opportunity for aspiring musicians to perform in front of a live audience and connect with fellow festival-goers.,2023-09-17T13:00:00,2023-09-17T16:00:00
schedule-1697176897226#00076,Acoustic Yoga and Meditation,Offer morning yoga and meditation sessions accompanied by live acoustic music. It's a perfect way to start the day with a peaceful and soulful experience.,2023-09-18T14:00:00,2023-09-18T17:01:00
schedule-1697176939196#00077,Acoustic Art Gallery,Set up an art gallery showcasing acoustic music-inspired art{&(thinkk-better-comma#1789)&} such as paintings{&(thinkk-better-comma#1789)&} sculptures{&(thinkk-better-comma#1789)&} and photography. You can collaborate with local artists or even artists from the music scene.,2023-09-19T16:00:00,2023-09-19T19:00:00
